,region,sub-region,13/1/20,14/1/20,15/1/20,16/1/20,17/1/20,18/1/20,19/1/20,20/1/20,21/1/20,22/1/20,23/1/20,24/1/20,25/1/20,26/1/20,27/1/20,28/1/20,29/1/20,30/1/20,31/1/20,1/2/20,2/2/20,3/2/20,4/2/20,5/2/20,6/2/20,7/2/20,8/2/20,9/2/20,10/2/20,11/2/20,12/2/20,13/2/20,14/2/20,15/2/20,16/2/20,17/2/20,18/2/20,19/2/20,20/2/20,21/2/20,22/2/20,23/2/20,24/2/20,25/2/20,26/2/20,27/2/20,28/2/20,29/2/20,1/3/20,2/3/20,3/3/20,4/3/20,5/3/20,6/3/20,7/3/20,8/3/20,9/3/20,10/3/20,11/3/20,12/3/20,13/3/20,14/3/20,15/3/20,16/3/20,17/3/20,18/3/20,19/3/20,20/3/20,21/3/20,22/3/20,23/3/20,24/3/20,25/3/20,26/3/20,27/3/20,28/3/20,29/3/20,30/3/20,31/3/20,1/4/20,2/4/20,3/4/20,4/4/20,5/4/20,6/4/20,7/4/20,8/4/20,9/4/20,10/4/20,11/4/20,12/4/20,13/4/20,14/4/20,15/4/20,16/4/20,17/4/20,18/4/20,19/4/20,20/4/20,21/4/20,22/4/20,23/4/20,24/4/20,25/4/20,26/4/20,27/4/20,28/4/20,29/4/20,30/4/20,1/5/20,2/5/20,3/5/20,4/5/20,5/5/20,6/5/20,7/5/20,8/5/20,9/5/20,10/5/20,11/5/20,12/5/20,13/5/20,14/5/20,15/5/20,16/5/20,17/5/20,18/5/20,19/5/20,20/5/20,21/5/20,22/5/20,23/5/20,24/5/20,25/5/20,26/5/20,27/5/20
101,Tampa,Florida,100,99.42666667,102.4333333,101.3,114.54,119.3566667,78.17666667,88.75666667,92.3,88.06,93.92,120.5866667,279.6966667,77.16,89.93,89.75666667,90.66333333,96.44333333,106.5666667,100.5033333,71.65333333,88.04,92.42666667,95.57,107.02,118.99,123.0666667,82.30333333,95.05333333,99.24,102.6866667,107.8266667,126.49,135.52,90.97333333,97.76666667,96.84333333,100.1333333,103.36,112.8266667,122.57,83.92666667,95.93333333,100.13,100.2666667,108.9133333,119.3633333,121.5033333,90.28333333,98.87666667,102.59,101.9966667,103.85,115.1233333,115.5333333,81.08,92.65,96.31,97.27666667,96.55666667,102.9733333,88.8,64.49333333,73.04,69.67666667,62.55,58.49333333,59.41,50.97333333,38.89,48.48666667,46.25333333,45.11666667,44.72333333,47.32,36.87666667,33.80666667,40.82333333,40.58,43.61333333,42.27,43.52666667,37.66333333,27.23666667,38.99666667,40.07333333,40.21333333,41.07333333,44.19,40.21333333,29.58666667,40.60666667,40.93666667,42.38333333,39.46333333,47.90333333,41.89,38.70333333,42.48333333,44.56666667,45.53333333,47.13333333,42.56333333,48.40333333,38.11333333,48.14,46.39666667,49.29,47.87,59.00666667,53.23333333,44.26333333,54.55,56.45,56.98333333,58.48666667,66.92333333,61.45333333,44,57.20649988,56.74029311,63.29333333,65.11666667,74.83333333,71.87333333,58.02666667,62.60666667,69.9,70.95333333,72.91,82.46333333,77.33666667,60.68,58.24666667,72.62333333,73.62666667
102,Toledo,Ohio,100,101.57,106.28,102.4,128.1633333,96.49333333,81.38333333,102.57,109.22,109.02,107.3633333,123.9166667,127.37,83.41666667,97.33666667,102.5733333,97.13333333,101.5466667,128.04,124.3133333,83.26,102.76,108.2433333,110.48,98.81666667,118.7,127.0666667,83.08333333,105.1933333,111.1266667,108.1233333,106.08,148.1266667,130.8833333,95.91,105.1133333,114.0633333,109.0966667,120.4233333,146.6933333,142.7533333,97.16333333,104.9033333,117.4033333,113.8,115.26,139.6166667,144.3733333,95.33333333,115.47,116.36,124.62,126.86,133.92,148.4866667,100.08,111.51,109.7766667,100.7066667,109.2266667,123.22,104.2666667,75.12,86.29666667,94.20666667,82.64666667,78.67333333,85.6,69.29666667,50.19666667,59.92333333,56.14,63.35666667,65.8,61.66666667,56.18666667,47.88333333,59.18,57.00333333,58.01333333,68.75333333,83.38,64.76666667,58.25,70.66,73.92666667,78.64666667,67.63333333,72.75333333,68.50666667,47.65333333,64.02333333,64.72,67.93,72.84333333,68.15,74.04,64.53666667,82.61333333,76.25,71.22333333,77.78333333,89.90666667,77.66,62.35333333,87.99,91.93666667,85.70333333,87.36,104.6466667,101.9333333,87.05,103.7833333,97.37666667,102.1,102.6833333,110.0466667,105.2166667,76.09666667,83.65909975,83.49435423,113.7433333,102.6566667,134.1366667,128.42,94.57,113.0566667,126.6333333,129.2733333,132.2133333,144.1666667,142.1766667,123.5033333,110.9633333,143.5033333,140.01
103,Tucson,Arizona,100,111.7766667,142.3666667,133.18,138.79,136.6533333,93.03333333,102.42,117.64,120.01,119.7066667,129.5966667,123.2233333,84.29666667,111.0533333,116.0733333,116.8933333,120.6866667,129.97,120.32,85.64333333,116.37,115.3966667,112.01,121.6933333,137.02,132.7733333,92.70333333,112.3133333,112.8733333,121.6633333,128.6966667,148.7533333,140.3233333,99.73,112.7866667,121.97,117.6266667,126.84,130.91,124.9466667,94.9,119.52,120.6133333,118.3433333,122.7733333,139.1333333,131.46,92.87,111.4433333,118.6333333,117.59,123.2866667,137.5533333,128.23,92.46,111.4233333,110.36,110.0133333,102.1133333,109.54,97.60333333,71.19,85.74,81.01,66.62666667,72.39666667,73.45666667,65.28333333,47.24,62.44,63.50666667,63.89,60.66,62.76,57.16333333,45.41333333,58.05666667,54.33333333,54.14333333,55.97,59.32333333,52.12333333,44.98,56.19,58.43,58.05,59.11,62.19333333,49.24333333,38.52333333,56.64666667,59.42666667,62.69333333,63.86333333,64.69,60.05666667,49.76,61.24666667,61.16,61.73,64.44666667,68.74666667,60.85666667,49.62666667,63.52333333,64.42,65.53666667,67.50333333,75.94333333,64.13333333,52.65,68.87,70.37666667,69.5,68.87333333,78.46333333,73.54333333,54.25,71.61972796,71.32015593,82.52,81.46,92.94333333,81.94333333,64.60666667,84.17333333,93.48,96.19666667,101.83,108.8566667,93.10666667,69.43,71.41333333,97.46333333,101.5
104,Tulsa,Oklahoma,100,100.3066667,104.22,103.9266667,119.8933333,130.21,84.18666667,98.10666667,95.54,85.75,97.60666667,111.9033333,115.0233333,76.88,91.12,86.17666667,89.35666667,98.71666667,120.66,131.0466667,81.65666667,96.31,90.18,67.17666667,92.21666667,121.0566667,131.5666667,78.82,96.70666667,99.38,95.58333333,106.6833333,135.5533333,147.4466667,88.85,103.45,103.4,101.3433333,105.51,132.9033333,145.5533333,75.63666667,97.49333333,99.08666667,100.0533333,110.91,134.04,145.04,92.36666667,98.28,110.6666667,104.7466667,108.7366667,137.4433333,145.0766667,87.41333333,103.3333333,109.4533333,108.9533333,113.3,114.4,102.78,70.70666667,83.59666667,77.75333333,73.87666667,69.31,74.87666667,61.84333333,46.33333333,64.99666667,71.71666667,70.88,68.11,71.85666667,63.6,52.84666667,61.40666667,68.58666667,70.28666667,70.22666667,67.62,57.27,51.61333333,62.91666667,69.22,73.16333333,72.06,80.62333333,70.74,37.49333333,65.66666667,68.59,72.44,76.29,77.47333333,75.74,58.04333333,82.35666667,80.19666667,65.25333333,88.15,86.19,84.97666667,67.2,80.20666667,76.92666667,89.93666667,96.44333333,106.5433333,94.39666667,72.85333333,95.29,103.03,100.4433333,97.17,118.14,109.8733333,74.48,82.20704161,82.06372893,106.4033333,112.8266667,117.6366667,117.84,95.03666667,127.2866667,127.4833333,128.3566667,125.5333333,144.9366667,136.3066667,100.1433333,87.61,122.2466667,124.39
105,Ventura,California,100,107.4166667,111.8833333,108.39,124.3866667,127.86,100.02,110.69,114.3066667,115.1,124.82,127.4533333,129.5866667,90.57333333,104.7033333,107.3833333,114.4933333,110.0933333,129.0466667,139.1033333,82.24666667,105.12,106.15,110.09,116.6466667,125.0466667,127.02,93.74666667,104.2966667,108.1,109.7833333,122.4833333,145.43,148.84,122.2066667,118.3633333,111.2466667,117.9633333,117.5666667,141.9466667,130.1866667,107.13,107.4566667,107.47,110.3,112.3766667,130.1833333,135.78,102.16,105.4433333,109.84,110.81,115.9766667,127.16,135.67,94.55666667,98.43333333,94.96,101.7366667,98.77666667,98.61,87.36666667,63.74666667,65.09666667,66.76666667,67.89666667,65.62,53.16666667,53.31333333,36.18666667,45.58666667,45.20666667,45.74,50.06666667,52.47333333,43.00333333,40.54,49.27,45.92,48.03,49.85333333,53.07666667,45.82333333,36.78,42.26666667,44.25,47.24,42.48,53.05333333,52.91333333,30.70666667,51.09666667,54.59333333,59.7,57.62666667,60.19666667,54.98666667,47.67333333,54.32333333,56.94666667,58.04666667,64.08666667,77.22666667,76.26666667,60.82,60.46,60.56,61.66333333,62.61,76.78333333,73.26333333,63.32333333,70.71,74.08333333,68.14666667,72.44,79.58,82.28,59.04,66.42290766,65.91936046,74.62666667,79.38,90.30666667,95.87,82.50333333,77.54,87.43,86.66,86.25666667,96.98333333,111.5966667,113.75,106.0866667,93.97333333,93.99333333
106,Victorville-Hesperia,California,100,94.32,100.395,100,124.895,119.61,96.725,108.17,93.75,94.8,99.775,117.31,116.005,94.24,101.565,93.58,94.925,99.55,123.95,122.235,97.375,102.765,96.49,100.085,108.225,123.275,118.51,97.385,103.755,100.715,105.255,115.855,146.935,139.235,102.48,132.345,106.525,104.995,110.62,132.57,124.265,113.675,115.085,104.75,106.38,109.94,137.71,131.5,107.445,105.505,110.305,106.755,111.015,137.35,125.93,103.18,109.66,101.29,102.62,98.175,113.23,107.91,87.16,92.375,90.725,86.685,81.555,76.655,75.6,63.105,70.03,69.775,69.045,68.8,77.66,72.115,63.33,73.55,72.135,75.37,72.76,88.24,78.47,60.32,67.34,65.065,62.05,66.08,70.955,81.345,56.995,76.78,76.11,83.5,84.54,85.465,86.51,77.155,84.49,84.12,85.9,84.51,96.045,97.06,77.63,89.295,90.075,98.435,94.935,110.995,111.93,92.485,98.67,102.335,102.46,108.8,120.96,133.24,102.565,88.90986391,88.64865616,117.07,118.83,135.995,137.215,116.635,119.06,118.75,122.245,127.17,151.505,158.675,138.01,125.08,143.2,135.12
107,Virginia Beach,Virginia,100,95.44666667,102.0366667,101.51,112.2933333,118.3433333,84.72333333,88.67333333,88.87,93.07666667,94.06666667,113.0833333,117.0433333,77.75666667,95.91,88.76666667,89.61333333,90.58666667,116.67,116.7433333,78,95.82666667,96.84666667,94.71666667,99.23333333,109.1966667,116.8933333,85.17666667,95.30666667,90.13666667,98.21333333,106.7933333,134.1566667,133.5233333,94.51666667,105.4433333,104.35,101.0966667,87.01,106.0466667,123.0433333,87.86666667,96.12333333,94.58,103.0733333,108.8566667,135.6766667,145.81,90.81333333,101.1333333,112.0433333,105.0266667,103.7833333,116.6166667,132.4066667,94.32333333,115.6933333,108.9533333,105.6133333,106.7633333,121.25,119.1933333,72.27,83.90333333,82.62,76.74,85.53333333,105.8133333,64.54,54.78666667,58.38,63.98666667,55.04666667,67.89666667,77.04,74.8,68.91333333,65.10666667,56.30333333,55.97333333,64.09666667,69.99666667,58.07666667,51.76333333,59.57,61.88,66.31,68.21333333,71.83333333,70.42666667,50.32,58.38,73.38,64.02333333,73.95,82.56666667,70.12,65.47333333,64.89333333,77.05,84.54666667,74.95,83.94666667,80.89333333,65.77666667,74.95666667,80.20333333,85.55666667,72.62666667,95.45,96.58666667,85.24666667,92.89333333,85.09,88.03,93.82333333,102.8,105.2866667,81.62333333,81.06797712,80.93057543,103.4033333,108.23,136.81,158.1633333,104.0633333,91.48,99.11333333,104.8033333,110.0833333,139.3833333,182.2933333,124.5,112.3966667,120.5733333,118.0133333
108,Waipahu,Hawaii,100,99.60333333,107.8833333,101.7133333,115.7533333,114.4866667,94.10666667,94.48333333,96.74333333,96.51666667,98.50666667,106.6933333,109.9533333,88.94666667,93.26333333,94.85,94.17666667,94.32,111.32,111.2366667,82.69666667,94.62666667,96.36,102.0233333,92.89333333,102.5733333,107.5666667,89.93,113.9633333,95.21,99.98333333,102.2766667,119.7066667,114.5566667,102.23,103.7133333,95.51666667,100.1033333,99.34333333,111.6666667,115.63,93.68333333,96.85666667,101.2566667,104.47,99.28333333,112.4166667,115.4333333,94.54666667,94.87333333,94.32333333,101.95,101.1666667,111.5166667,116.2666667,93.69,93.84,94.45333333,94.69,94.74333333,105.43,103.65,82.68333333,82.13666667,68.55333333,68.82,62.51,68.07,58.13,47.14,50.57333333,41.75333333,39.92666667,39.68,40.89333333,39.64,33.41333333,41.89666667,41.55666667,43.37666667,38.86666667,43.87333333,42.31,31.72333333,43.27666667,39.83,41.34666667,40.85333333,42.96666667,42.24,25.99,41.69,41.63,44.56666667,44.47,48.78666667,44.71333333,36.71,47.24,42.19666667,44.22666667,43.42333333,51.05666667,47.28,38.68333333,50.30666667,45.96666667,45.51333333,54.74,56.97333333,53.05666667,44.86,54.88,51.55,58.20333333,52.85666667,60.78,67.41333333,47.68666667,58.31801558,57.80761659,55.57333333,57.69333333,74.93,68.80666667,63.39,64.93666667,63.68333333,68.07333333,67.56666667,83.5,78.11,65.33666667,63.68333333,66.53333333,69.34
109,Washington DC,,100,101.89,107.5166667,106.5166667,119.8,104.97,95.39333333,92.37,94.00666667,99.24,106.72,129.82,127.3933333,89.54,97.44,97.93333333,98.82,101,117.2133333,122.0766667,86.62666667,95.93333333,99.71,94.76333333,95.24,110.1666667,121.87,92.54,91.67,99.54,102.43,107.1233333,134.81,134.8133333,111.41,107.68,101.9033333,101.76,103.5966667,121.7533333,136.5133333,100.25,98.34333333,101.9233333,104.79,107.44,126.84,127.4833333,99.28,103.7566667,109.27,112.3866667,112.8766667,125.3833333,137.55,104.74,109.1366667,102.8466667,98.97666667,91.13,96.18666667,83.63333333,55.79666667,59.68666667,54.26333333,50.36666667,50.69666667,53.74333333,46.05,36.96333333,34.18333333,37.81666667,32.78666667,39.75,42.97333333,35.12,33.94333333,38.49,30.80333333,32.36666667,33.45333333,37.75666667,34.31333333,31.73666667,35.38666667,33.13666667,37.08,33.63333333,36.41,37.55666667,27.53333333,31.52,34.70666667,35.98666667,35.74666667,39.72,37.64333333,35.74333333,37.96666667,36.14666667,38.78,35.76333333,39.8,42.31,30.95,37.49666667,36.81,42.23666667,35.05333333,46.07666667,51.1,37.05,44.23666667,42.11666667,39.20333333,47.10666667,46.33666667,47.34666667,43.53333333,52.6672953,52.0106253,50.63333333,50.52,61.46,60.89333333,46.89333333,50.17666667,52.06333333,52.67,54.20333333,58.80666667,65.48,51.61,54.72333333,57.62,58.07666667
110,Wichita,Kansas,100,110.285,112.18,110.235,127.705,147.65,89.725,109.96,101.785,93.175,103.22,159.255,144.905,84.74,101.065,88.69,97.245,107.925,135.765,147.56,90.33,95.085,94.53,99.075,107.53,131.57,146.275,89.76,103.69,103.555,93.91,108.42,147.085,184.125,109.555,117.775,110.87,108.865,112.23,144.11,163.185,94.91,104.675,105.275,110.635,128.745,169.79,180.75,105.115,116.84,120.57,122.31,128.885,164.97,180.6,107.495,109.54,117.055,138.24,133.055,137.505,127.455,79.485,94.44,94.965,92.215,96.66,94.3,85.785,57.005,82.235,81.81,78.355,78.035,85.535,71.325,61.06,72.61,81.21,82.85,76.755,77.78,68.755,59.365,75.735,82.28,87.945,85.505,99.685,87.38,45.165,74.455,76.915,91.615,88.935,89.6,94.855,73.95,96.475,98.225,80.89,105.07,102.84,101.985,81.025,96.53,104.995,104.74,109.095,132.04,115.4,93.585,114.845,126.23,119.7,103.55,140.205,131.945,91.93,98.13313916,98.03468664,117.4,149.345,153.395,138.385,119.935,147.245,160.465,158.98,147.58,176.17,159.75,124.765,106.025,147.66,163.675
111,Worcester,Massachusetts,100,108.615,107.325,108.35,127.075,109.09,92.145,98.26,100.55,104.26,111.295,132.335,126.28,90.52,96.295,101.305,103.495,103.87,134.19,127.525,85,95.275,103.235,103.85,96.575,123.405,127.845,89.05,94.71,100.11,107.225,109,139.465,133.815,100.4,106.795,106.47,116.8,115.145,132.455,140.4,101.11,104.12,105.845,110.87,111.23,139.06,139.9,101.675,107.86,122.22,109.735,115.735,127.45,133.235,103.705,117.44,109.64,108.09,99.975,102.705,97.265,73.99,73.16,63.71,71.7,60.2,70.02,64.82,48.81,51.815,50.04,46.98,57.705,65.485,54.96,37.015,45.61,54.33,53.21,48.725,51.215,53.365,46.345,57.955,61.365,52.13,50.725,59.03,61.66,40.095,45.05,60.365,58.62,56.315,68.635,51.24,56.935,59.195,55.72,63.73,66.1,67.4,73.06,49.635,52.625,70.245,71.04,59.71,72.665,76.12,68.835,70.01,76.95,72.085,77.54,80.805,71.35,64.77,70.41720703,69.97687041,87.42,92.445,97.08,100.13,77.36,84.31,96.555,101.265,106.545,119.09,94.155,93.645,81.415,104.635,104.695
